COVID-19 Deaths;Total Deaths;Pneumonia Deaths;Pneumonia and COVID-19 Deaths;Influenza Deaths;Pneumonia Influenza or COVID-19 Deaths
;202;;0;0;
;247;;0;0;11
;306;10;0;;15
;388;14;;;18
10;565;21;;;31
22;1489;72;;;93
15;1138;59;;;72
47;1935;116;18;;152
81;2487;181;35;;236
142;2950;220;47;11;324
155;4951;313;54;15;428
0;34;0;0;0;0
0;70;0;0;;
0;;0;0;0;0
0;10;0;0;;
;80;0;0;;
;128;;0;;
0;147;;0;0;
;170;;0;0;
;198;;0;0;12
;239;11;;0;13
;347;15;;;22
12;893;39;;;49
;678;30;;;34
26;1109;69;;;91
44;1241;100;18;;130
66;1101;87;23;;132
146;4829;300;53;21;413
0;27;0;0;0;0
0;43;0;0;;
0;;0;0;0;0
0;;0;0;;
0;28;0;0;0;0
0;43;;0;0;
;55;;0;0;
;77;;0;0;
0;108;;0;;
;149;;0;;
;218;;0;0;
10;596;33;;;44
;460;29;;;38
21;826;47;10;;61
37;1246;81;17;;106
76;1849;133;24;;192
248;6023;428;93;91;672
0;11;0;0;0;0
0;30;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;38;;0;0;
0;63;;0;0;
;93;;0;;
;141;;0;;
;170;;;;11
;202;;;;12
;253;;0;;11
11;804;41;;18;66
11;661;37;;16;60
44;1225;87;15;20;135
70;1547;128;30;17;184
118;2011;159;43;32;266
130;3006;206;46;35;325
0;;0;0;0;0
0;17;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;32;0;0;0;0
0;53;0;0;0;0
0;63;;0;0;
0;86;;0;0;
;109;;;;
;131;;;;
;159;;0;;
;501;24;;11;38
;411;23;;10;36
20;700;45;;;67
42;774;67;17;;97
59;744;62;18;;111
118;3017;222;47;56;347
0;;0;0;0;0
0;13;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;;;0;0;
0;10;;0;0;
;30;0;0;;
;55;;0;;
;61;;0;;
0;71;;0;0;
0;94;;0;;
;303;17;;;28
;250;14;;;24
24;525;42;;11;68
28;773;61;13;12;87
59;1267;97;25;24;155
0;6247;450;0;41;491
0;38;;0;0;
0;66;;0;;
0;11;0;0;0;0
0;;0;0;;
0;78;;0;;
0;124;;0;0;
0;132;;0;;
0;168;;0;;
0;183;;0;;
0;236;;0;;
0;335;16;0;;19
0;1030;57;0;;61
0;838;46;0;;48
0;1324;80;0;;85
0;1494;126;0;14;140
0;1805;174;0;10;184
0;3156;215;0;14;229
0;18;0;0;0;0
0;36;0;0;;
0;;0;0;0;0
0;;0;0;;
0;48;0;0;0;0
0;79;;0;0;
0;86;;0;;
0;104;0;0;;
0;114;;0;0;
0;151;;0;0;
0;213;;0;0;
0;636;32;0;;33
0;516;27;0;;28
0;728;43;0;;44
0;740;67;0;;75
0;682;69;0;;71
0;3091;235;0;27;262
0;20;;0;0;
0;30;;0;;
0;;0;0;0;0
0;;0;0;0;0
0;30;;0;;
0;45;;0;0;
0;46;;0;;
0;64;;0;;
0;69;;0;;
0;85;;0;;
0;122;;0;;12
0;394;25;0;;28
0;322;19;0;;20
0;596;37;0;;41
0;754;59;0;;65
0;1123;105;0;;113
0;5828;423;0;52;475
0;45;;0;0;
0;67;;0;;
0;;0;0;0;0
0;;0;0;;
0;59;;0;0;
0;104;;0;0;
0;115;;0;0;
0;131;;0;;
0;152;10;0;;12
0;218;10;0;;14
0;330;23;0;;30
0;1012;64;0;;73
0;815;46;0;;52
0;1152;95;0;11;106
0;1453;125;0;12;137
0;1691;119;0;13;132
0;2911;218;0;24;242
0;23;;0;0;
0;37;;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;45;;0;0;
0;72;;0;0;
0;76;;0;0;
0;95;;0;;
0;105;;0;;10
0;135;;0;;
0;202;10;0;;14
0;599;35;0;;38
0;478;27;0;;29
0;642;55;0;;60
0;706;62;0;;70
0;625;53;0;;56
0;2917;205;0;28;233
0;22;0;0;0;0
0;30;0;0;;
0;;0;0;0;0
0;;0;0;;
0;14;0;0;0;0
0;32;;0;0;
0;39;;0;0;
0;36;;0;0;
0;47;;0;0;
0;83;;0;;
0;128;13;0;;16
0;413;29;0;;35
0;337;19;0;;23
0;510;40;0;;46
0;747;63;0;;67
0;1066;66;0;10;76
126;6263;529;69;60;644
0;52;0;0;0;0
0;80;0;0;;
0;;0;0;;
0;15;0;0;0;0
0;56;;0;0;
;110;;0;0;
;128;;;;
;144;;;;
;178;;;0;11
;231;16;;;22
;340;25;;;34
21;1038;92;14;14;112
17;826;76;13;11;91
29;1244;112;20;11;132
40;1587;147;18;13;181
27;1829;155;14;18;186
75;3174;277;45;30;336
0;26;0;0;0;0
0;44;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;44;0;0;0;0
0;79;;0;0;
;87;;;0;
;101;;;0;
;124;;;0;
;151;10;;;15
;211;15;;;20
10;633;52;;;63
;503;42;;;52
19;719;66;13;;79
24;809;81;13;;97
15;638;65;;;78
51;3089;252;24;30;308
0;26;0;0;0;0
0;36;0;0;;
0;;0;0;;
0;;0;0;0;0
0;12;;0;0;
;31;;0;0;
;41;;0;;
0;43;;0;;
;54;;0;0;
;80;;0;0;
;129;10;0;;14
11;405;40;;;49
;323;34;;;39
10;525;46;;;53
16;778;66;;;84
12;1191;90;;11;108
1143;6745;976;527;11;1602
0;38;0;0;0;0
;64;0;0;0;
0;;0;0;0;0
0;13;0;0;0;0
;62;0;0;0;
;131;;;0;
;143;;;0;10
;145;;;0;13
11;177;13;;0;16
19;248;18;;0;28
31;362;32;11;0;52
139;1100;152;70;;223
122;887;129;63;;190
250;1362;244;133;;365
330;1640;265;152;;444
393;2055;285;158;;523
613;3423;536;299;;853
0;19;0;0;0;0
;37;0;0;0;
0;;0;0;0;0
0;;0;0;0;0
;41;0;0;0;
;89;;;0;
;100;;;0;
;101;;;0;
;119;;;0;
10;148;;;0;15
19;207;16;;0;29
97;682;96;46;;148
86;559;83;42;;128
160;759;143;85;;219
174;853;150;85;0;239
165;754;129;76;;219
530;3322;440;228;;749
0;19;0;0;0;0
0;27;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;21;0;0;0;
;42;0;0;0;
0;43;;0;0;
;44;;;0;
;58;;;0;
;100;;;0;13
12;155;16;;0;23
42;418;56;24;;75
36;328;46;21;;62
90;603;101;48;;146
156;787;115;67;;205
228;1301;156;82;;304
961;6634;684;351;;1297
0;47;;0;0;
;74;;0;0;
;;0;0;0;
0;12;0;0;0;0
0;83;;0;0;
;152;;0;0;
;192;;;0;
;222;;;0;
12;204;13;;0;18
15;235;19;;0;25
26;369;30;14;0;42
98;1135;100;49;;150
80;905;81;40;;122
185;1320;142;69;0;258
277;1565;219;112;;385
378;1931;193;108;;464
448;3400;367;186;;631
0;25;0;0;0;0
;40;0;0;0;
;;0;0;0;
0;;0;0;0;0
0;63;0;0;0;0
;118;;0;0;
;146;;;0;
;159;;;0;
;131;;;0;12
;150;14;;0;16
17;242;22;;0;31
61;697;63;31;;93
47;547;49;25;;71
109;745;79;46;0;142
131;795;118;54;;196
134;696;87;48;;174
513;3234;317;165;;666
0;22;;0;0;
0;34;;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;20;;0;0;
0;34;;0;0;
0;46;;0;0;
;63;;;0;
;73;;;0;
;85;;;0;
;127;;;0;11
37;438;37;18;;57
33;358;32;15;;51
76;575;63;23;0;116
146;770;101;58;;189
244;1235;106;60;0;290
471;5932;483;184;0;770
0;29;0;0;0;0
0;66;;0;0;
0;;0;0;0;0
0;17;0;0;0;0
0;91;;0;0;
;166;;;0;
;169;;;0;
;176;;;0;
;194;;;0;
;274;15;;0;19
18;378;23;11;0;30
56;1005;84;31;0;109
46;802;72;25;0;93
104;1238;131;50;0;185
131;1367;136;51;0;216
166;1640;110;44;0;232
222;3082;261;96;0;387
0;14;0;0;0;0
0;37;;0;0;
0;;0;0;0;0
0;11;0;0;0;0
0;69;;0;0;
;128;;;0;
;128;;;0;
;121;;;0;
;118;;0;0;
;166;;;0;12
10;249;13;;0;18
27;615;38;11;0;54
23;475;32;;0;46
65;708;77;29;0;113
61;678;78;26;0;113
59;629;54;25;0;88
249;2850;222;88;0;383
0;15;0;0;0;0
0;29;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;22;0;0;0;0
0;38;0;0;0;0
0;41;0;0;0;0
;55;;;0;
;76;;;0;
;108;;;0;
;129;10;;0;12
29;390;46;20;0;55
23;327;40;16;0;47
39;530;54;21;0;72
70;689;58;25;0;103
107;1011;56;19;0;144
333;5992;445;134;;646
0;41;;0;0;
0;79;;0;0;
0;;0;0;0;0
0;15;0;0;0;0
;93;;0;0;
;161;;;0;
;182;;;0;
;201;;;0;
;220;;;0;
;270;10;;0;13
10;367;14;;0;21
34;1058;69;14;;90
28;845;61;12;;78
77;1243;107;36;0;148
94;1418;126;42;;179
120;1562;122;39;0;203
176;3212;244;78;0;342
0;22;;0;0;
0;49;;0;0;
0;;0;0;0;0
0;13;0;0;0;0
0;75;;0;0;
0;127;;0;0;
0;129;;0;0;
;133;;;0;
;145;;;0;
;178;;;0;
;226;;;0;13
25;610;40;10;0;55
23;484;36;10;0;49
52;739;62;26;0;88
48;749;73;20;0;101
45;627;58;20;0;83
157;2780;201;56;;304
0;19;0;0;0;0
0;30;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;18;0;0;0;
;34;;;0;
;53;;;0;
0;68;;0;0;
0;75;;0;0;
0;92;;0;0;
;141;;;0;
;448;29;;;35
;361;25;;;29
25;504;45;10;0;60
46;669;53;22;;78
75;935;64;19;0;120
389;5975;494;183;0;700
0;49;0;0;0;0
0;79;0;0;0;0
0;;0;0;0;0
0;13;0;0;0;0
;72;0;0;0;
;132;0;0;0;
;150;;0;0;
;168;;0;0;
;193;;;0;
10;250;18;;0;21
18;371;31;13;0;36
46;1064;81;19;0;108
36;839;64;12;0;88
91;1181;113;46;0;158
114;1495;155;64;0;205
123;1606;125;47;0;201
197;3130;267;108;0;356
0;30;0;0;0;0
0;49;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;59;0;0;0;
;97;0;0;0;
;103;;0;0;
;116;;0;0;
;133;;;0;
;156;10;;0;12
10;218;16;;0;18
25;634;37;14;0;48
19;499;27;;0;37
50;706;70;26;0;94
61;745;86;39;0;108
53;627;63;25;0;91
192;2845;227;75;0;344
0;19;0;0;0;0
0;30;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;13;0;0;0;0
0;35;0;0;0;0
;47;0;0;0;
;52;;0;0;
;60;;0;0;
;94;;;0;
;153;15;;0;18
21;430;44;;0;60
17;340;37;;0;51
41;475;43;20;0;64
53;750;69;25;0;97
70;979;62;22;0;110
419;5897;494;197;0;716
;46;0;0;0;
;79;;0;0;
0;;0;0;0;0
0;11;0;0;0;0
0;88;;0;0;
0;129;;0;0;
0;134;;0;0;
;151;;0;0;
;174;10;;0;13
11;243;18;;0;22
11;322;23;;0;28
48;935;69;30;0;87
42;755;55;26;0;71
82;1203;118;42;0;158
128;1422;136;59;0;205
147;1735;148;59;0;236
224;2991;252;116;0;360
;24;0;0;0;
;44;;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;65;;0;0;
0;89;0;0;0;0
0;90;0;0;0;0
;104;;0;0;
;118;;;0;
10;152;10;;0;13
;192;12;;0;17
30;549;37;20;0;47
26;439;29;18;0;37
46;690;74;27;0;93
70;710;69;37;0;102
66;653;60;25;0;101
195;2906;242;81;0;356
0;22;0;0;0;0
0;35;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;23;;0;0;
0;40;;0;0;
0;44;;0;0;
;47;0;0;0;
;56;;0;0;
;91;;0;0;
;130;11;;0;11
18;386;32;10;0;40
16;316;26;;0;34
36;513;44;15;0;65
58;712;67;22;0;103
81;1082;88;34;0;135
887;6696;785;438;0;1234
0;44;0;0;0;0
0;79;0;0;0;0
0;11;0;0;0;0
0;16;0;0;0;0
;77;0;0;0;
;147;0;0;0;
;184;;;0;
;207;;;0;
;209;;;0;11
15;262;19;10;0;24
31;372;34;20;0;45
91;1073;112;55;0;148
72;855;92;44;0;120
164;1347;177;92;0;249
257;1652;246;147;0;356
350;1929;227;131;0;446
453;3447;426;246;0;633
0;22;0;0;0;0
0;41;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;52;0;0;0;0
;94;0;0;0;
;118;;;0;
;132;;;0;
;126;;;0;
;160;12;;0;13
19;241;22;13;0;28
62;680;65;36;0;91
49;535;53;29;0;73
100;763;109;58;0;151
143;866;132;80;0;195
135;711;106;63;0;178
434;3249;359;192;0;601
0;22;0;0;0;0
0;38;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
;25;0;0;0;
;53;0;0;0;
;66;0;0;0;
;75;;;0;
;83;;;0;
;102;;;0;11
12;131;12;;0;17
29;393;47;19;0;57
23;320;39;15;0;47
64;584;68;34;0;98
114;786;114;67;0;161
215;1218;121;68;0;268
2036;7850;1289;999;;2328
0;45;;0;0;
0;66;;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;69;0;0;0;0
0;115;0;0;0;0
;133;;;0;
11;180;;;0;15
22;232;17;10;0;29
31;273;30;16;0;45
37;362;42;22;0;57
227;1197;186;131;;283
206;978;163;118;;252
381;1551;291;223;;449
601;2009;376;315;;663
785;2459;396;309;0;872
1075;4070;726;575;;1227
0;23;;0;0;
0;35;;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;55;0;0;0;0
0;90;0;0;0;0
;93;;;0;
;117;;;0;
14;155;11;;0;18
21;178;18;;0;30
21;234;23;11;0;33
139;753;113;77;;176
128;608;101;70;;160
233;878;171;139;;265
342;1071;216;183;0;375
334;948;200;163;0;371
961;3780;563;424;;1101
0;22;0;0;0;0
0;31;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;14;0;0;0;0
0;25;0;0;0;0
;40;0;0;0;
;63;;;0;
;77;;;0;11
10;95;12;;0;15
16;128;19;11;0;24
88;444;73;54;0;107
78;370;62;48;0;92
148;673;120;84;0;184
259;938;160;132;;288
451;1511;196;146;0;501
3010;9084;1853;1489;;3377
0;33;;0;0;
;62;;0;0;
;10;0;0;0;
;;;0;0;
;84;;;0;
;140;;;0;
;150;;;0;
12;177;10;;0;16
29;241;26;18;0;37
47;318;42;29;0;60
86;448;69;50;0;105
320;1363;254;183;;392
262;1087;207;148;;322
558;1828;404;323;;640
927;2468;604;495;;1037
1140;2728;534;450;0;1224
1506;4700;1003;805;;1706
0;16;0;0;0;0
;37;0;0;0;
;;0;0;0;
0;;0;0;0;0
0;64;0;0;0;0
;98;;;0;
;99;;;0;
;116;;;0;
18;153;14;10;0;22
25;193;20;12;0;33
47;269;36;27;0;56
185;848;140;102;;224
151;679;113;80;;185
303;1037;223;180;;347
538;1315;367;307;;598
445;1056;246;199;0;492
1504;4384;850;684;;1671
0;17;;0;0;
;25;;0;0;
0;;0;0;0;0
;;;0;0;
;20;;;0;
;42;;;0;
;51;;;0;
;61;;;0;
11;88;12;;0;15
22;125;22;17;0;27
39;179;33;23;0;49
135;515;114;81;0;168
111;408;94;68;0;137
255;791;181;143;0;293
389;1153;237;188;;439
695;1672;288;251;0;732
2073;8117;1406;1058;;2423
0;39;0;0;0;0
;72;;;0;
;;0;0;0;
0;13;0;0;0;0
;80;;;0;
;142;;0;;
;174;;;;12
11;214;10;;0;17
18;250;22;;0;31
30;284;32;17;0;45
60;416;48;33;0;75
267;1317;220;168;0;319
225;1050;188;146;0;267
450;1686;361;272;0;539
620;2045;421;330;;712
689;2357;356;266;0;779
1091;4200;813;620;;1286
0;24;0;0;0;0
;48;;;0;
0;;0;0;0;0
0;;0;0;0;0
;58;;;0;
;99;;0;;
;116;;0;;
;130;;;0;
11;152;;;0;14
21;171;14;10;0;25
34;246;23;17;0;40
159;798;131;105;0;185
137;638;116;94;0;159
278;958;230;174;0;334
357;1100;263;204;;417
270;896;168;125;0;313
982;3917;593;438;0;1137
0;15;0;0;0;0
;24;;0;0;
;;0;0;0;
0;;0;0;0;0
;22;;0;0;
;43;;0;0;
;58;;;0;
;84;;;0;10
;98;14;;0;17
;113;18;;0;20
26;170;25;16;0;35
108;519;89;63;0;134
88;412;72;52;0;108
172;728;131;98;0;205
263;945;158;126;0;295
419;1461;188;141;0;466
748;6000;617;379;0;986
0;33;0;0;0;0
0;62;;0;0;
0;;;0;0;
0;12;;0;0;
;78;0;0;0;
;121;;;0;
;124;;;0;
;150;;;0;
;176;10;;0;11
16;244;17;10;0;23
26;377;22;14;0;34
107;1073;103;61;0;149
90;843;89;51;0;128
176;1320;163;103;0;236
233;1435;195;128;0;300
213;1595;133;75;0;271
403;3138;364;221;0;546
0;15;0;0;0;0
0;31;;0;0;
0;;;0;0;
0;;0;0;0;0
;58;0;0;0;
;92;;;0;
;85;;;0;
;95;;;0;
;109;;;0;
10;149;;;0;13
13;221;11;;0;18
66;651;59;36;0;89
59;521;53;32;0;80
106;759;107;64;0;149
132;736;119;76;0;175
86;625;68;38;0;116
345;2862;253;158;0;440
0;18;0;0;0;0
0;31;;0;0;
0;;0;0;0;0
0;;;0;0;
0;20;0;0;0;0
0;29;;0;0;
0;39;;0;0;
0;55;;0;0;
;67;;;0;
;95;;;0;10
13;156;11;;0;16
41;422;44;25;0;60
31;322;36;19;0;48
70;561;56;39;0;87
101;699;76;52;0;125
127;970;65;37;0;155
325;5915;436;158;;605
;41;0;0;0;
;65;0;0;0;
0;;0;0;0;0
0;11;0;0;0;0
0;73;;0;0;
;141;;0;0;
;163;;;0;
;172;;;;
;194;;;;
;243;10;;0;13
16;345;21;11;;26
68;1057;90;37;;122
58;848;77;30;;106
81;1287;118;44;0;155
94;1468;119;43;0;170
69;1482;89;27;0;131
180;3085;246;95;;332
0;18;0;0;0;0
0;31;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;49;;0;0;
0;94;;0;0;
0;111;;0;0;
;113;;0;0;
;118;;;0;
;156;;;0;11
11;216;14;;0;18
39;632;52;22;;70
34;507;45;19;;61
50;758;72;30;0;92
51;727;67;22;0;96
31;574;42;15;0;58
145;2830;190;63;;273
;23;0;0;0;
;34;0;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;24;;0;0;
;47;;0;0;
;52;;;0;
;59;;;;
;76;;0;;
;87;;0;0;
;129;;;;
29;425;38;15;;52
24;341;32;11;0;45
31;529;46;14;0;63
43;741;52;21;0;74
38;908;47;12;0;73
291;5788;435;162;;565
0;37;0;0;0;0
0;70;;0;0;
0;11;0;0;0;0
0;;;0;0;
0;88;;0;0;
;152;;0;0;
;169;;;0;
;189;;;0;
12;221;;;0;14
16;251;19;11;0;24
19;329;31;14;0;36
67;1001;86;43;;111
55;799;68;35;;89
72;1292;109;41;0;140
72;1340;107;42;0;137
57;1493;105;23;0;139
146;3026;225;88;;284
0;20;0;0;0;0
0;42;;0;0;
0;;0;0;0;0
0;;;0;0;
0;67;;0;0;
;116;;0;0;
;122;;0;0;
;127;;;0;
;139;;;0;10
10;146;11;;0;16
;195;12;;0;14
35;619;43;22;;57
31;497;39;19;;52
45;736;57;27;0;75
34;694;63;24;0;73
17;546;45;;0;53
145;2762;210;74;0;281
0;17;0;0;0;0
0;28;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;21;;0;0;
0;36;;0;0;
;47;;;0;
;62;;;0;
;82;;;0;
;105;;;0;
11;134;19;;0;22
32;382;43;21;0;54
24;302;29;16;0;37
27;556;52;14;0;65
38;646;44;18;0;64
40;947;60;14;0;86
362;5894;444;208;0;598
0;47;0;0;0;0
;78;;;0;
0;14;;0;0;
;;;;0;
0;76;;0;0;
;145;;0;0;
;173;;0;0;
;195;;;0;13
10;207;11;;0;16
18;261;20;11;0;27
31;383;25;15;0;41
91;1063;91;53;0;129
75;833;81;48;0;108
98;1305;125;62;0;161
90;1413;119;50;0;159
54;1434;76;27;0;103
193;3115;235;112;0;316
0;27;0;0;0;0
;42;;;0;
0;;;0;0;
;;;;0;
0;48;;0;0;
0;99;;0;0;
;124;;0;0;
;136;;;0;
;137;;;0;11
;159;12;;0;15
19;242;14;;0;25
57;670;48;30;0;75
44;519;42;26;0;60
49;755;66;30;0;85
52;729;67;32;0;87
20;525;33;10;0;43
169;2779;209;96;0;282
0;20;0;0;0;0
0;36;;0;0;
0;;0;0;0;0
0;;;0;0;
0;28;;0;0;
;46;;0;0;
;49;;0;0;
;59;;0;0;
;70;;0;0;
10;102;;;0;12
12;141;11;;0;16
34;393;43;23;0;54
31;314;39;22;0;48
49;550;59;32;0;76
38;684;52;18;0;72
34;909;43;17;0;60
211;5736;418;132;;498
0;32;;0;0;
0;74;;0;0;
0;;0;0;0;0
0;20;0;0;0;0
0;77;;0;0;
;126;;;0;
;146;;;0;
;171;;;0;
;203;;;0;
10;254;12;;0;15
17;344;25;12;0;30
55;1037;84;33;0;106
45;832;68;27;0;86
59;1259;114;46;;128
46;1386;111;30;0;127
35;1429;81;10;0;106
112;3001;238;74;;277
0;12;;0;0;
0;40;;0;0;
0;;0;0;0;0
0;12;0;0;0;0
0;54;0;0;0;0
;89;;;0;
;100;;;0;
;112;;;0;
;129;;;0;
;173;;;0;10
;233;14;;0;16
28;615;49;18;0;59
24;484;40;15;0;49
37;730;74;28;;84
20;667;62;14;0;68
15;575;40;;0;50
99;2735;180;58;0;221
0;20;;0;0;
0;34;;0;0;
0;;0;0;0;0
0;;0;0;0;0
0;23;;0;0;
0;37;;0;0;
;46;;;0;
;59;;;0;
;74;;;0;
;81;;;0;
;111;11;;0;14
27;422;35;15;0;47
21;348;28;12;0;37
22;529;40;18;0;44
26;719;49;16;0;59
20;854;41;;0;56
171;5800;412;105;0;478
0;43;0;0;0;0
0;77;;0;0;
0;;0;0;0;0
0;13;;0;0;
;91;;0;0;
;154;0;0;0;
;169;;0;0;
;187;;;0;
;226;11;;0;12
;296;14;;0;16
17;373;27;12;0;32
46;1031;84;31;0;99
33;822;63;21;0;75
38;1195;101;27;0;112
41;1345;97;24;0;114
36;1515;109;18;0;127
82;3047;212;55;0;239
0;23;0;0;0;0
0;44;;0;0;
0;;0;0;0;0
0;10;0;0;0;0
;72;;0;0;
;128;0;0;0;
;129;;0;0;
;135;;;0;
;155;;;0;
;193;11;;0;11
;234;17;;0;17
22;632;44;16;0;50
16;505;31;10;0;37
13;660;51;;0;55
25;682;53;16;0;62
16;573;49;10;0;55
89;2753;200;50;0;239
0;20;0;0;0;0
0;33;;0;0;
0;;0;0;0;0
0;;;0;0;
0;19;0;0;0;0
0;26;0;0;0;0
0;40;;0;0;
;52;;0;0;
;71;;0;0;
;103;;;0;
10;139;10;;0;15
24;399;40;15;0;49
17;317;32;11;0;38
25;535;50;18;0;57
16;663;44;;0;52
20;942;60;;0;72
653;6502;696;407;0;942
;43;;0;0;
;78;;;0;
0;;0;0;0;0
;13;;;0;
;96;;;0;
;147;;;0;10
10;181;10;;0;14
18;245;17;10;0;25
32;267;27;20;0;39
44;291;37;29;0;52
60;401;51;38;0;73
138;1113;137;89;0;186
103;868;106;67;0;142
146;1415;161;92;0;215
168;1591;176;107;0;237
127;1622;155;73;0;209
354;3445;392;234;0;512
0;27;;0;0;
;51;;;0;
0;;0;0;0;0
0;;;0;0;
;75;;;0;
;108;;;0;
;129;;;0;10
13;177;11;;0;16
17;175;14;10;0;21
24;183;23;16;0;31
39;246;36;26;0;49
77;661;78;51;0;104
54;519;57;36;0;75
78;802;95;52;0;121
92;821;100;64;0;128
62;642;75;39;0;98
299;3057;304;173;0;430
;16;0;0;0;
;27;;;0;
0;;0;0;0;0
;;;;0;
0;21;0;0;0;0
;39;;;0;
;52;;;0;
;68;;;0;
15;92;13;10;0;18
20;108;14;13;0;21
21;155;15;12;0;24
61;452;59;38;0;82
49;349;49;31;0;67
68;613;66;40;0;94
76;770;76;43;0;109
65;980;80;34;0;111
1327;7232;1196;884;;1641
;39;;0;0;
;79;;;0;
;12;;;0;
0;14;0;0;0;0
;96;;;0;
15;163;16;14;0;17
20;185;21;15;0;26
36;220;28;23;0;41
63;264;50;44;0;69
91;356;75;64;0;102
146;539;111;98;0;159
357;1363;305;246;;417
263;1032;236;184;;316
328;1560;302;226;0;404
297;1717;291;204;;385
198;1774;176;106;0;268
755;3866;679;509;0;925
0;21;0;0;0;0
0;45;0;0;0;0
0;;0;0;0;0
0;10;0;0;0;0
;66;;;0;
;124;;;0;
11;132;15;;0;17
24;147;21;16;0;29
40;166;36;31;0;45
61;230;53;45;0;69
91;336;69;62;0;98
213;813;178;143;0;248
160;620;138;106;0;192
188;911;175;132;0;231
167;886;156;116;0;207
95;710;87;50;0;132
572;3366;517;375;;716
;18;;0;0;
;34;;;0;
;;;;0;
0;;0;0;0;0
;30;;;0;
;39;;;0;
;53;;;0;
12;73;;;0;12
23;98;14;13;0;24
30;126;22;19;0;33
55;203;42;36;0;61
144;550;127;103;;169
103;412;98;78;;124
140;649;127;94;0;173
130;831;135;88;;178
103;1064;89;56;0;136
1048;7115;993;694;;1348
;49;;0;0;
;88;;0;0;
0;10;;0;0;
0;12;;0;0;
;77;;;0;
;140;;;0;11
18;170;22;14;0;26
28;206;29;21;0;36
42;249;36;30;0;48
63;319;58;46;0;75
86;440;79;61;0;104
271;1290;243;182;0;332
219;1036;197;146;0;270
294;1611;259;204;;350
211;1686;219;145;0;285
173;1775;172;91;0;254
588;3700;560;403;;746
;30;;0;0;
;58;;0;0;
0;;;0;0;
0;10;;0;0;
;55;;;0;
;101;;;0;
13;118;16;10;0;19
15;131;17;11;0;21
23;156;20;17;0;26
42;205;38;32;0;48
61;276;56;44;0;73
165;772;139;107;0;197
128;618;106;81;0;153
167;908;159;126;;201
115;837;121;82;0;154
76;688;75;40;0;111
460;3415;433;291;0;602
0;19;0;0;0;0
0;30;0;0;0;0
0;;0;0;0;0
0;;0;0;0;0
0;22;;0;0;
0;39;;0;0;
;52;;;0;
13;75;12;10;0;15
19;93;16;13;0;22
21;114;20;14;0;27
25;164;23;17;0;31
106;518;104;75;0;135
91;418;91;65;0;117
127;703;100;78;0;149
96;849;98;63;0;131
97;1087;97;51;0;143
935;7092;871;582;;1225
;41;;0;0;
;68;;;0;
;;;;0;
;;;;0;
;102;;;0;
;163;;;0;
17;170;12;11;0;18
24;203;19;17;;27
25;229;24;16;;34
53;285;41;34;0;60
86;440;63;59;0;90
197;1276;176;139;;234
150;1000;140;106;;184
226;1541;215;146;0;295
224;1708;230;140;0;314
200;1848;182;101;0;281
513;3734;491;335;0;669
;32;0;0;0;
;46;;;0;
;;;;0;
0;;0;0;0;0
;73;0;0;0;
;113;;0;0;
;111;;;0;
12;130;11;10;0;13
12;144;11;;0;15
31;182;23;20;0;34
49;279;35;33;0;51
125;779;113;88;0;150
100;605;95;71;0;124
124;870;119;84;0;159
120;875;138;81;0;177
96;739;85;51;0;130
422;3358;380;247;;556
0;;;0;0;
;22;;;0;
0;;0;0;0;0
;;;;0;
;29;;;0;
;50;;;0;
;59;;;0;
12;73;;;;14
13;85;13;;;19
22;103;18;14;0;26
37;161;28;26;0;39
72;497;63;51;;84
50;395;45;35;;60
102;671;96;62;0;136
104;833;92;59;0;137
104;1109;97;50;0;151
1910;8131;1591;1245;11;2263
;48;;0;0;
;78;;;0;
;11;;;0;
;13;;;0;
12;75;10;;0;13
17;132;13;11;0;19
18;157;15;11;0;22
32;214;23;18;0;37
59;304;42;35;;66
101;393;79;65;;115
164;510;126;110;0;180
443;1446;357;297;;503
340;1145;279;226;;393
530;1845;452;368;;617
447;1998;372;284;;537
337;2025;291;200;;430
1067;4196;907;715;;1263
;25;;0;0;
;43;;;0;
0;;0;0;0;0
;;;;0;
;50;;;0;
11;91;;;0;13
12;108;;;0;14
18;134;13;10;0;21
